idspec,idproducto,valor
25,6503a420-e6da-40cd-9c0b-c17626b9298b,NVMe 2.0
13,6503a420-e6da-40cd-9c0b-c17626b9298b,Samsung
79,6503a420-e6da-40cd-9c0b-c17626b9298b,Cifrado AES de 256 bits (Clase 0)TCG/Opal IEEE1667 (unidad cifrada)
84,6503a420-e6da-40cd-9c0b-c17626b9298b,Hasta 7450 MBps
260,6503a420-e6da-40cd-9c0b-c17626b9298b,Hasta 6900 MBps
321,6503a420-e6da-40cd-9c0b-c17626b9298b,sin disipador de calor
291,6503a420-e6da-40cd-9c0b-c17626b9298b,03 de octubre de 2022
231,58f1d4f1-b2fc-4178-ae02-7ae42596655e,Escritorio
98,58f1d4f1-b2fc-4178-ae02-7ae42596655e,Core i7 de 12.ª generación
126,58f1d4f1-b2fc-4178-ae02-7ae42596655e,Núcleo i7-12700KF
270,58f1d4f1-b2fc-4178-ae02-7ae42596655e,BX8071512700KF
261,58f1d4f1-b2fc-4178-ae02-7ae42596655e,LGA 1700
363,58f1d4f1-b2fc-4178-ae02-7ae42596655e,Lago de aliso
72,58f1d4f1-b2fc-4178-ae02-7ae42596655e,12 núcleos (8P+4E)
300,58f1d4f1-b2fc-4178-ae02-7ae42596655e,20 hilos
226,58f1d4f1-b2fc-4178-ae02-7ae42596655e,"Frecuencia base del núcleo P: 3,6 GHzFrecuencia base del núcleo E: 2,7 GHz"
69,58f1d4f1-b2fc-4178-ae02-7ae42596655e,"Tecnología Intel Turbo Boost Max 3.0 Frecuencia: Hasta 5,0 GHzFrecuencia Turbo de un solo núcleo P: hasta 4,9 GHzFrecuencia Turbo de un solo núcleo E: hasta 3,8 GHz"
122,58f1d4f1-b2fc-4178-ae02-7ae42596655e,12 MB
67,58f1d4f1-b2fc-4178-ae02-7ae42596655e,25 MB
348,58f1d4f1-b2fc-4178-ae02-7ae42596655e,Intel 7
323,58f1d4f1-b2fc-4178-ae02-7ae42596655e,Sí
176,58f1d4f1-b2fc-4178-ae02-7ae42596655e,Sí
302,58f1d4f1-b2fc-4178-ae02-7ae42596655e,DDR4 3200 / DDR5 4800
242,58f1d4f1-b2fc-4178-ae02-7ae42596655e,Dos
212,58f1d4f1-b2fc-4178-ae02-7ae42596655e,128 GB
289,58f1d4f1-b2fc-4178-ae02-7ae42596655e,"76,8 GB/s"
217,58f1d4f1-b2fc-4178-ae02-7ae42596655e,Sí
93,58f1d4f1-b2fc-4178-ae02-7ae42596655e,Ninguno Gráficos integrados
144,58f1d4f1-b2fc-4178-ae02-7ae42596655e,5.0 / 4.0 / 3.0
110,58f1d4f1-b2fc-4178-ae02-7ae42596655e,Veinte
94,58f1d4f1-b2fc-4178-ae02-7ae42596655e,Potencia base del procesador: 125 WMpotencia turbo máxima: 190 W
296,58f1d4f1-b2fc-4178-ae02-7ae42596655e,Dispositivo de enfriamiento no incluido - Solo procesador
223,58f1d4f1-b2fc-4178-ae02-7ae42596655e,Windows 11
291,58f1d4f1-b2fc-4178-ae02-7ae42596655e,03 de diciembre de 2021
98,1316abc7-b1ef-4ac7-a97b-e23005be8452,Flujo de aire 4000D
270,1316abc7-b1ef-4ac7-a97b-e23005be8452,4000D
278,1316abc7-b1ef-4ac7-a97b-e23005be8452,CC-9011200-WW
292,1316abc7-b1ef-4ac7-a97b-e23005be8452,Torre media ATX
221,1316abc7-b1ef-4ac7-a97b-e23005be8452,Negro
99,1316abc7-b1ef-4ac7-a97b-e23005be8452,Acero / Plástico / Vidrio templado
60,1316abc7-b1ef-4ac7-a97b-e23005be8452,No
96,1316abc7-b1ef-4ac7-a97b-e23005be8452,Fondo
165,1316abc7-b1ef-4ac7-a97b-e23005be8452,Micro ATX / ATX / Mini ITX / E-ATX (305 mm x 277 mm)
206,1316abc7-b1ef-4ac7-a97b-e23005be8452,Sí
75,1316abc7-b1ef-4ac7-a97b-e23005be8452,Sí
59,1316abc7-b1ef-4ac7-a97b-e23005be8452,Dos
19,1316abc7-b1ef-4ac7-a97b-e23005be8452,Dos
277,1316abc7-b1ef-4ac7-a97b-e23005be8452,Cero
209,1316abc7-b1ef-4ac7-a97b-e23005be8452,7 + 2 Vertical
3,1316abc7-b1ef-4ac7-a97b-e23005be8452,1 x USB 3.1 Tipo-C / 1 x USB 3.0 / Audio
295,1316abc7-b1ef-4ac7-a97b-e23005be8452,"Delantero: 3 x 120 mm (1 x 120 mm incluido), 2 ventilador de 140 mmTop: 2 x 120 mm, 2 x 140 m ventiladorTrasero: 120 mm (1 x 120 mm incluido)"
203,1316abc7-b1ef-4ac7-a97b-e23005be8452,Frontal: 360 mm / 280 mmParte superior: 280 mm con CORSAIR LPX DRAM / 240 mm con todas las DRAM CORSAIR Oreja: 120 mm
12,1316abc7-b1ef-4ac7-a97b-e23005be8452,No
51,1316abc7-b1ef-4ac7-a97b-e23005be8452,Dos
271,1316abc7-b1ef-4ac7-a97b-e23005be8452,No
104,1316abc7-b1ef-4ac7-a97b-e23005be8452,Sí
347,1316abc7-b1ef-4ac7-a97b-e23005be8452,360 milímetros
106,1316abc7-b1ef-4ac7-a97b-e23005be8452,170 milímetros
253,1316abc7-b1ef-4ac7-a97b-e23005be8452,180 milímetros
123,1316abc7-b1ef-4ac7-a97b-e23005be8452,"18.35"" x 9.06"" x 17.83"""
120,1316abc7-b1ef-4ac7-a97b-e23005be8452,17.31 libras.
185,1316abc7-b1ef-4ac7-a97b-e23005be8452,"A Fitting Choice: Combining innovative cable management, concentrated airflow, and proven CORSAIR build quality, choose the 4000D for an immaculate high-performance PC.High-Airflow Front Panel: An optimized steel front panel delivers massive airflow to your system for maximum cooling.CORSAIR RapidRoute Cable Management System: Makes it simple and fast to route your major cables through a single channel, with a roomy 25mm of space behind the motherboard for all of your cables.Two Included 120mm Fans: CORSAIR AirGuide fans utilize anti-vortex vanes to concentrate airflow and enhance cooling.Extreme Cooling Potential: A spacious interior fits up to 6x 120mm or 4x 140mm cooling fans, along with multiple radiators including a 360mm in front and 280mm in the roof (dependent on RAM height).Modern Front Panel I/O: Puts your connections within easy reach, including a USB 3.1 Type-C Port, USB 3.0 port, and a combination audio/microphone jack.All the Storage You Need: Fits up to 2x SSDs and 2x HDDs.Tool-Free Tempered Glass Side Panel: Show off your high-profile components and RGB lighting."
281,1316abc7-b1ef-4ac7-a97b-e23005be8452,Caja de flujo de aire 4000DMonceptura de inicio rápidoCaja de accesorios
291,1316abc7-b1ef-4ac7-a97b-e23005be8452,14 de septiembre de 2020
98,93e72e1b-1e3d-4fad-80fc-9fe391d248e8,PRO
270,93e72e1b-1e3d-4fad-80fc-9fe391d248e8,Z790 GAMING PRO WIFI
278,93e72e1b-1e3d-4fad-80fc-9fe391d248e8,Z790 GAMING PRO WIFI
261,93e72e1b-1e3d-4fad-80fc-9fe391d248e8,LGA 1700
64,93e72e1b-1e3d-4fad-80fc-9fe391d248e8,"Compatible con procesadores Intel® Core™ de 12ª/13ª generación, procesadores Pentium® Gold y CeleronLGA® 1700"
284,93e72e1b-1e3d-4fad-80fc-9fe391d248e8,Intel Z790
237,93e72e1b-1e3d-4fad-80fc-9fe391d248e8,4x288 pines (DDR5)
163,93e72e1b-1e3d-4fad-80fc-9fe391d248e8,"4x DDR5, capacidad máxima de memoria 192GBMemory soporte 7200 + (OC) / 7000 (OC) / 6800 (OC) / 6600 (OC) / 6400 (OC) / 6200 (OC) / 6000 (OC) / 5800 (OC) / 5600 (JEDEC) / 5400 (JEDEC) / 5200 (JEDEC) / 5000 (JEDEC) / 4800 (JEDEC) MHzMax. frecuencia de overclocking:• 1DPC 1R Velocidad máxima de hasta 7200+ MHz• 1DPC 2R Velocidad máxima de hasta 6400+ MHz• 2DPC 1R Velocidad máxima de hasta 6000+ MHz• 2DPC 2R Velocidad máxima de hasta 5600+ MHzSoporta Intel® XMP 3.0 OCSporta el modo de doble canal de doble controladorSoporta memoria no ECC, sin búfer"
25,93e72e1b-1e3d-4fad-80fc-9fe391d248e8,192 GRAMOS
371,93e72e1b-1e3d-4fad-80fc-9fe391d248e8,Intel XMP 3.0
140,93e72e1b-1e3d-4fad-80fc-9fe391d248e8,1 x PCI Express 4.0 x16
293,93e72e1b-1e3d-4fad-80fc-9fe391d248e8,3 ranuras PCI-E x162x PCI-E x1 slotPCI_E1 PCIe 4.0 de  admite hasta x16 (desde la CPU)PCI_E2 PCIe 3.0 de generación admite hasta x1 (desde el chipset)PCI_E3 PCIe 4.0 de generación admite hasta x4 (desde el chipset)PCI_E4 PCIe 3.0 de generación admite hasta x1 (desde el chipset)PCI_E5 PCIe 4.0 de generación admite hasta x4 (desde el chipset)
229,93e72e1b-1e3d-4fad-80fc-9fe391d248e8,4 x SATA de 6 Gb/s
255,93e72e1b-1e3d-4fad-80fc-9fe391d248e8,"3x M.2M.2_1 fuente (desde la CPU) admite hasta PCIe 4.0 x4 , admite 22110/2280/2260/2242 devicesM.2_2 fuente (desde el chipset) admite hasta PCIe 4.0 x4 , admite 2280/2260/2242 devicesM.2_3 fuente (desde el chipset) admite hasta el modo PCIe 4.0 x4 / SATA, admite dispositivos 2280/2260/22424444 SATA 6G"
55,93e72e1b-1e3d-4fad-80fc-9fe391d248e8,"Compatible con RAID 0, RAID 1, RAID 5 y RAID 10 para dispositivos de almacenamiento SATAcompatible con RAID 0, RAID 1 y RAID 5 para dispositivos de almacenamiento M.2 NVMe"
76,93e72e1b-1e3d-4fad-80fc-9fe391d248e8,Códec Realtek® ALC897Audio de alta definición de 7.1 canalesSoporta salida S/PDIF
127,93e72e1b-1e3d-4fad-80fc-9fe391d248e8,"Realtek® RTL8125BG LAN de 2,5 Gbps RTL8111H® LAN de 1 Gbps"
97,93e72e1b-1e3d-4fad-80fc-9fe391d248e8,"Intel® Wi-Fi 6ETEl módulo inalámbrico está preinstalado en la ranura M.2 (Key-E)Admite MU-MIMO TX/RX, 2,4 GHz / 5 GHz / 6 GHz* (160 MHz) hasta 2,4 GbpsAdmite 802.11 a/ b/ g/ n/ ac/ axAdmite Bluetooth® 5.3, FIPS, FISMA* Wi-Fi 6E 6GHz puede depender de las regulaciones de cada país y estará listo en Windows 11.** Bluetooth 5.3 estará listo en Windows 10 build 21H1 y Windows 11."
317,93e72e1b-1e3d-4fad-80fc-9fe391d248e8,USB 3.2 Gen 1 5Gbps Tipo-AUSB 3.2 Gen 2 10Gbps Tipo-A1G LAN2.5G LAN PortAntena Wi-Fi / BluetoothConectores de audio HDbotón Flash BIOSpuerto HDMI™ 1.4USB 3.2 Gen 2x2 20Gbps Tipo-CUSB 3.2 Gen 1 5Gbps Tipo-AOptical S/PDIF OUT
21,93e72e1b-1e3d-4fad-80fc-9fe391d248e8,"1x Conector de alimentación(ATX_PWR)2x Conector de alimentación(CPU_PWR)1x Ventilador de CPU1x Ventilador de bomba5x Ventilador de sistema2x Panel frontal (JFP)1x Intrusión de chasis (JCI)1x Audio frontal (JAUD)1x Conector TBT (JTBT, compatible con RTD3)1x Conector de controlador de sintonización (JDASH)2x Conector LED V2 RGB direccionable (JARGB_V2)1x Conector LED RGB (JRGB)1x Encabezado de pin TPM (Compatible con TPM 2.0)4x puertos USB 2.04x puertos USB 3.2 Gen1 Tipo A1x puertos USB 3.2 Gen2 Tipo C"
138,93e72e1b-1e3d-4fad-80fc-9fe391d248e8,ATX
368,93e72e1b-1e3d-4fad-80fc-9fe391d248e8,"243,84 mm x 304,8 mm"
268,93e72e1b-1e3d-4fad-80fc-9fe391d248e8,"Compatibilidad con Windows® 11 de 64 bits, Windows® 10 de 64 bits"
185,93e72e1b-1e3d-4fad-80fc-9fe391d248e8,"Compatible con procesadores Intel® Core™, Pentium® Gold y Celeron® de 12.ª/13.ª generación para zócalo LGA 1700Admite memoria DDR5, hasta 7200 + (OC) MHzDiseño de energía mejorado: sistema de alimentación Duet Rail 14 + 1 + 1 con DrMOS, conectores de alimentación de CPU duales de 8 pines, Core Boost, Memory BoostSolución térmica premium: disipador de calor extendido, almohadillas térmicas MOSFET clasificadas para 7 W / mK, las almohadillas térmicas de estrangulador adicionales están diseñadas para un sistema de alto rendimiento y una experiencia de juego ininterrumpidaExperiencia de juego ultrarrápida:  Ranura PCIe 4.0, Lightning Gen 4 x4 M.2 con M.2 Shield Frozr, USB 3.2 Gen 2x2 20GHConctación de PCB de alta calidad: PCB de 6 capas fabricada con cobre engrosado de 2 ozAudio Boost: Recompense sus oídos con una calidad de sonido de estudio para la experiencia de juego más inmersiva"
291,93e72e1b-1e3d-4fad-80fc-9fe391d248e8,22 de agosto de 2023
231,688c541d-8de6-4b66-8b35-e842775a3023,Escritorio
98,688c541d-8de6-4b66-8b35-e842775a3023,Serie Ryzen 7 5000
126,688c541d-8de6-4b66-8b35-e842775a3023,Ryzen 7 5700X3D
270,688c541d-8de6-4b66-8b35-e842775a3023,100-100001503WOF
261,688c541d-8de6-4b66-8b35-e842775a3023,Zócalo AM4
72,688c541d-8de6-4b66-8b35-e842775a3023,8 núcleos
300,688c541d-8de6-4b66-8b35-e842775a3023,16 hilos
226,688c541d-8de6-4b66-8b35-e842775a3023,3.0 GHz
69,688c541d-8de6-4b66-8b35-e842775a3023,"4,1 GHz"
322,688c541d-8de6-4b66-8b35-e842775a3023,512KB
122,688c541d-8de6-4b66-8b35-e842775a3023,4 MB
67,688c541d-8de6-4b66-8b35-e842775a3023,96 MB
348,688c541d-8de6-4b66-8b35-e842775a3023,7nm
323,688c541d-8de6-4b66-8b35-e842775a3023,Sí
302,688c541d-8de6-4b66-8b35-e842775a3023,DDR4 3200
242,688c541d-8de6-4b66-8b35-e842775a3023,Dos
212,688c541d-8de6-4b66-8b35-e842775a3023,128 GB
93,688c541d-8de6-4b66-8b35-e842775a3023,Ninguno Gráficos integrados
144,688c541d-8de6-4b66-8b35-e842775a3023,4.0 / 3.0
94,688c541d-8de6-4b66-8b35-e842775a3023,105 W
296,688c541d-8de6-4b66-8b35-e842775a3023,Dispositivo de enfriamiento no incluido - Solo procesador
240,688c541d-8de6-4b66-8b35-e842775a3023,AMD A520 / AMD B450 / AMD B550 / AMD X470 / AMD X570
223,688c541d-8de6-4b66-8b35-e842775a3023,Windows 11 - Edición de 64 bitsWindows 10 - Edición de 64 bitsRHEL x86 de 64 bitsUbuntu x86 de 64 bits*La compatibilidad con el sistema operativo (SO) variará según el fabricante.
291,688c541d-8de6-4b66-8b35-e842775a3023,31 de enero de 2024
231,37bd7c0a-5bad-4555-b7e9-d103971423b4,Escritorio
98,37bd7c0a-5bad-4555-b7e9-d103971423b4,Core i9 de 12.ª generación
126,37bd7c0a-5bad-4555-b7e9-d103971423b4,Núcleo i9-12900K
270,37bd7c0a-5bad-4555-b7e9-d103971423b4,BX8071512900K
261,37bd7c0a-5bad-4555-b7e9-d103971423b4,LGA 1700
363,37bd7c0a-5bad-4555-b7e9-d103971423b4,Lago de aliso
72,37bd7c0a-5bad-4555-b7e9-d103971423b4,16 núcleos (8P+8E)
300,37bd7c0a-5bad-4555-b7e9-d103971423b4,24 hilos
226,37bd7c0a-5bad-4555-b7e9-d103971423b4,"Frecuencia base del núcleo P: 3,2 GHzFrecuencia base del núcleo E: 2,4 GHz"
69,37bd7c0a-5bad-4555-b7e9-d103971423b4,"Tecnología Intel Turbo Boost Max 3.0 Frecuencia: Hasta 5,2 GHzFrecuencia Turbo de un solo núcleo P: hasta 5,1 GHzFrecuencia Turbo de un solo núcleo E: hasta 3,9 GHz"
122,37bd7c0a-5bad-4555-b7e9-d103971423b4,14 MB
67,37bd7c0a-5bad-4555-b7e9-d103971423b4,30 MB
348,37bd7c0a-5bad-4555-b7e9-d103971423b4,Intel 7
323,37bd7c0a-5bad-4555-b7e9-d103971423b4,Sí
176,37bd7c0a-5bad-4555-b7e9-d103971423b4,Sí
302,37bd7c0a-5bad-4555-b7e9-d103971423b4,DDR4 3200 / DDR5 4800
242,37bd7c0a-5bad-4555-b7e9-d103971423b4,Dos
212,37bd7c0a-5bad-4555-b7e9-d103971423b4,128 GB
134,37bd7c0a-5bad-4555-b7e9-d103971423b4,Soportado
289,37bd7c0a-5bad-4555-b7e9-d103971423b4,"76,8 GB/s"
217,37bd7c0a-5bad-4555-b7e9-d103971423b4,Sí
93,37bd7c0a-5bad-4555-b7e9-d103971423b4,Gráficos Intel UHD 770
166,37bd7c0a-5bad-4555-b7e9-d103971423b4,300 MHz
132,37bd7c0a-5bad-4555-b7e9-d103971423b4,"1,55 GHz"
144,37bd7c0a-5bad-4555-b7e9-d103971423b4,5.0 / 4.0 / 3.0
110,37bd7c0a-5bad-4555-b7e9-d103971423b4,Veinte
94,37bd7c0a-5bad-4555-b7e9-d103971423b4,Potencia base del procesador: 125WMaxummáxima potencia turbo: 241W
296,37bd7c0a-5bad-4555-b7e9-d103971423b4,Dispositivo de enfriamiento no incluido - Solo procesador
223,37bd7c0a-5bad-4555-b7e9-d103971423b4,Windows 11
291,37bd7c0a-5bad-4555-b7e9-d103971423b4,03 de diciembre de 2021
98,285bc0ba-0354-4d3e-9404-293dbfe8eaef,Serie Ripjaws V
270,285bc0ba-0354-4d3e-9404-293dbfe8eaef,F4-3200C16D-32GVK
190,285bc0ba-0354-4d3e-9404-293dbfe8eaef,32 GB (2 x 16 GB)
292,285bc0ba-0354-4d3e-9404-293dbfe8eaef,RAM de PC de 288 pines
366,285bc0ba-0354-4d3e-9404-293dbfe8eaef,DDR4 3200 (PC4 25600)
182,285bc0ba-0354-4d3e-9404-293dbfe8eaef,Dieciséis
380,285bc0ba-0354-4d3e-9404-293dbfe8eaef,16-18-18-38
372,285bc0ba-0354-4d3e-9404-293dbfe8eaef,1.35V
202,285bc0ba-0354-4d3e-9404-293dbfe8eaef,No
349,285bc0ba-0354-4d3e-9404-293dbfe8eaef,Inseparado
53,285bc0ba-0354-4d3e-9404-293dbfe8eaef,Kit de doble canal
312,285bc0ba-0354-4d3e-9404-293dbfe8eaef,Intel XMP 2.0
221,285bc0ba-0354-4d3e-9404-293dbfe8eaef,Negro
91,285bc0ba-0354-4d3e-9404-293dbfe8eaef,Sí
185,285bc0ba-0354-4d3e-9404-293dbfe8eaef,"Rendimiento de overclocking Memoria DDR4 diseñada para plataformas Intel compatibles. Diseño elegante y con estilo del difusor térmico de aluminio. Compatibilidad con Intel XMP 2.0. No mezcle kits de memoria. Los kits de memoria se venden en kits emparejados que están diseñados para funcionar juntos como un conjunto. La mezcla de kits de memoria dará lugar a problemas de estabilidad o fallos del sistema. Los kits de memoria se iniciarán a la velocidad SPD con la configuración predeterminada del BIOS con hardware compatible. En el caso de los kits de memoria con XMP, habilite XMP/DOCP/A-XMP en el BIOS para alcanzar la velocidad de overclocking XMP potencial nominal del kit de memoria, sujeto al uso de hardware compatible. Alcanzar la velocidad de overclocking XMP nominal y la estabilidad del sistema dependerá de la compatibilidad y capacidad de la placa base y la CPU utilizadas. El uso de cualquier manera inconsistente con las especificaciones, advertencias, diseños o recomendaciones del fabricante resultará en velocidades más bajas, inestabilidad del sistema o daños al sistema o sus componentes. Consulte el kit de memoria G.SKILL QVL en el sitio web de G.SKILL para verificar la compatibilidad de la placa base."
161,285bc0ba-0354-4d3e-9404-293dbfe8eaef,AMD X570 / X470 / B550Intel Z790 DDR4 / Z690 DDR4 / Z590 / Z490 / Z390 / Z370 / Z270
291,285bc0ba-0354-4d3e-9404-293dbfe8eaef,19 de octubre de 2015
98,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,ROG
270,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,ROG STRIX Z790-H WIFI PARA JUEGOS
278,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,90MB1E10-M0AAY0
261,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,LGA 1700
64,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,"Intel® Socket LGA1700 para procesadores Intel® Core™ de 14.ª y 13.ª y 12.ª generación Intel® Core™, Pentium® Gold y CeleronCompatible® con Intel® Turbo Boost Technology 2.0 e Intel® Turbo Boost Max Technology 3.0*** Consulte www.asus.com para obtener información sobre la lista de compatibilidad con CPU.** La compatibilidad con Intel® Turbo Boost Max Technology 3.0 depende de los tipos de CPU."
284,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,Intel Z790
237,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,4x288 pines (DDR5)
163,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,"DDR5 : 7800 + (OC) / 7600 (OC) / 7400 (OC) / 7200 (OC) / 7000 (OC) / 6800 (OC) / 6600 (OC) / 6400 (OC) / 6200 (OC) / 6000 (OC) / 5800 (OC) / 5600 / 5400 / 5200 / 5000 / 4800 No ECC, memoria sin búfer*Arquitectura de memoria de doble canalCompatible con Intel® Extreme Memory Profile (XMP)OptiMem II* Los tipos de memoria admitidos, la velocidad de datos (velocidad) y el número de módulos DRAM varían según la CPU y la configuración de la memoria,  Para obtener más información, consulte Soporte de CPU/Memoria en la pestaña Soporte o visite https://www.asus.com/support/** La memoria DDR5 sin búfer y sin ECC admite la función ECC en el chip."
25,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,256 GRAMOS
228,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,Doble canal
371,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,Intel XMP 3.0
189,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,"Compatible con Intel Extreme Memory Profile (XMP)OptiMem II* Los tipos de memoria compatibles, la velocidad de datos (velocidad) y el número de módulos DRAM varían según la configuración de la CPU y la memoria, para obtener más información, consulte Compatibilidad con CPU/Memoria en la pestaña Soporte o visite https://www.asus.com/support/* La memoria DDR5 no ECC y sin búfer es compatible con la función On-Die ECC."
204,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,"Procesadores Intel® de 14.ª y 13.ª y 12.ª generación*1 ranura PCIe 5.0 x16* Consulte la tabla de bifurcación PCIe en el sitio de soporte (https://www.asus.com/support/FAQ/1037507/).** Para garantizar la compatibilidad del dispositivo instalado, consulte https://www.asus.com/support/ para obtener la lista de periféricos compatibles."
140,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,1 x PCI Express 4.0 x16
42,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,1 x PCI Express 3.0 x1
229,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,4 x SATA de 6 Gb/s
255,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,"Ranura Intel® para ProcessorsM.2_1 de 14.ª y 13.ª generación (clave M), tipo 2242/2260/2280/22110 (compatible con el modo PCIe 4.0 x4)Ranura Intel® Z790 ChipsetM.2_2 (clave M), tipo 2242/2260/2280 (compatible con el modo PCIe 4.0 x4)M.2_3 ranura (clave M), tipo 2242/2260/2280/22110 (compatible con el modo PCIe 4.0 x4)M.2_4 ranura (clave M), tipo 2242/2260/2280 (compatible con PCIe 4.0 x4 y modo SATA)4 puertos SATA de 6 Gb/s* La tecnología Intel® Rapid Storage es compatible con PCIe RAID 0/1/5/10,  SATA RAID 0/1/5/10."
55,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,0/1/5/10
34,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,"ROG SupremeFX 7.1 Sonido envolvente Códec de audio de alta definición ALC4080- Sensor de impedancia para salidas de auriculares delanteras y traseras- Soportes: Detección de conectores, Multi-streaming, reasignación de jacks en el panel frontal- Salida de reproducción estéreo SNR de 120 dB de alta calidad y entrada de grabación SNR de 113 dB- Admite reproducción de hasta 32 bits/384 kHzFunciones de audio - Tecnología de blindaje SupremeFX- Savitech SV3H712 AMP - Puerto de salida óptico S/PDIF trasero- Condensadores de audio premium- Cubierta de audio"
76,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,7.1 Canales
127,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,"2,5 Gbps"
97,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,"Wi-Fi 6E2x2 Wi-Fi 6E (802.11 a/b/g/n/ac/ax) Admite la banda de frecuencia de 2,4/5/6 GHz** La normativa de WiFi 6E a 6 GHz puede variar de un país a otro. ** La versión de Bluetooth puede variar, consulte el sitio web del fabricante del módulo Wi-Fi para conocer las especificaciones más recientes."
267,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,Bluetooth v5.3
317,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,"1 puerto USB 3.2 Gen 2x2 (1 USB Tipo-C)3 puertos USB 3.2 Gen 2 (2 x Tipo-A + 1 x USB Tipo-C)4 puertos USB 3.2 Gen 1 (4 x Tipo-A)2 x Puertos USB 2.0 (2 x Tipo-A) 1 x DisplayPort1 x Puerto HDMI1 x Módulo Wi-Fi1 x Puerto Intel Ethernet de 2,5 Gb5 x Conectores de audio chapados en oro 1 x Puerto de salida óptico S/PDIF1 x Botón FlashBack de BIOS 1 x Borrar Botón CMOS"
251,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,1 conector USB 3.2 Gen 2x2 (compatible con USB Type-C) 1 conector USB 3.2 Gen 1 compatible con 2 puertos USB 3.2 Gen 1 adicionales2 puertos USB 2.0 adicionales
21,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,Relacionado con el ventilador y la refrigeración 1 x CPU de 4 pines Cabezal de ventilador1 x CPU de 4 pines Cabezal de ventilador OPT1 x Cabezal de bomba AIO de 4 pines5 x Chasis de 4 pines Cabezales de ventiladorRelacionado con el almacenamiento 4 ranuras M.2 (Clave M) 4 puertos SATA de 6 Gb/sVarios3 x Encabezados Gen 2 direccionables1 x Encabezado AURA RGB1 x Puente de sobrevoltaje de CPU1 x Encabezado de audio del panel frontal (AAFP)1 x 20-3 pines Encabezado del panel del sistema con función de intrusión del chasis1 x Cabezal de sensor térmico1 x Cabezal Thunderbolt
138,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,ATX
368,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,"12.0"" x 9.6"""
266,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,1 conector de alimentación principal de 24 pines2 conectores de alimentación de 8 pines +12 V
268,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,Soportado
185,2a8af04f-7b49-41c3-896c-89af8a5bbdb9,"Extreme Engine Digi+- 5K Condensadores metálicos negros ASUS Q-Design - M.2 Q-Latch- Ranura PCIe Q-Release- Q-DIMM- Q-LED (CPU [rojo], DRAM [amarillo], VGA [blanco], Dispositivo de arranque [amarillo verde])- Q-SlotASUS Thermal Solution- Placa posterior del disipador de calor M.2- Disipador de calor M.2- Diseño de disipador de calor VRMASUS EZ DIY- Botón BIOS FlashBack- BIOS FlashBack LED- Botón CMOS borrado- Protector de palanca de zócalo de CPU- ProCool II- Escudo de E/S premontado- SafeSlot- SafeDIMMAura Sync- Encabezado Aura RGB- Encabezados Gen 2 direccionables"
